model,benchmark,problem_idx,pass1_trace0,source_jsonl
Phi-4,AQuA,106,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,107,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,108,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,109,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,110,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,111,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,112,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,113,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,114,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,115,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,116,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,117,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,118,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,119,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,120,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,121,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,122,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,123,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,124,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,125,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,126,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,127,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,128,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,129,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,130,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,131,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,132,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,133,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,134,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,135,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,136,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,137,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,138,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,139,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,140,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,141,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,142,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,143,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,144,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,145,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,146,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,147,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,148,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,149,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,150,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,151,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,152,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,153,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,154,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,155,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,156,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,157,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,158,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,159,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,160,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,161,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,162,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,163,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,164,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,165,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,166,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,167,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,168,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,169,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,170,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,171,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,172,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,173,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,174,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,175,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,176,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,177,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,178,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,179,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,180,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,181,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,182,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,183,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,184,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,185,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,186,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,187,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,188,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,189,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,190,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,191,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,192,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,193,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,194,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,195,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,196,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,197,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,198,0.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
Phi-4,AQuA,199,1.0,source_pass16_jsonl_by_model 2/phi_4/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_756b5145-0654-462e-aa33-768a98301a8f.jsonl
