model,benchmark,problem_idx,n_judged_traces_this_problem,mean_reasoning_score_0_1,source_judge_json
LLaMA-3.1-8B,MATH500,81,2,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,351,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,441,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,270,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,367,2,0.84375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,271,1,0.1875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,100,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,279,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,56,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,300,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,54,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,107,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,111,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,370,1,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,85,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,30,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,325,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,182,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,307,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,465,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,357,2,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,497,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,48,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,344,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,318,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,482,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,277,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,216,2,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,317,2,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,227,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,455,3,0.6458333333333334,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,293,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,41,3,0.4166666666666667,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,398,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,447,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,471,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,109,2,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,385,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,268,2,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,121,1,0.0625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,257,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,484,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,193,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,235,2,0.65625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,266,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,171,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,468,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,433,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,22,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,8,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,393,2,0.34375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,304,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,496,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,274,2,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,448,2,0.21875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,6,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,69,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,114,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,38,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,5,1,0.0625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,112,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,97,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,70,2,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,161,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,476,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,146,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,175,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,408,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,17,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,127,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,261,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,479,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,412,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,163,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,93,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,60,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,472,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,469,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,372,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,327,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,194,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,58,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,124,2,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,73,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,82,2,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,62,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,335,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,212,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,115,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,478,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,198,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,86,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,169,2,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,446,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,176,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,287,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,101,2,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,51,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,139,2,0.125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,234,2,0.65625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,116,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,474,2,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,147,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,188,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,224,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,454,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,239,1,0.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,422,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,74,2,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,68,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,308,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,470,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,416,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,3,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,228,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,7,2,0.46875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,260,2,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,348,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,289,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,254,1,0.0625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,355,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,78,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,1,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,365,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,183,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,339,2,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,442,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,201,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,202,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,436,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,172,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,215,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,456,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,108,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,50,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,421,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,149,1,0.0625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,63,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,394,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,24,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,104,2,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,98,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,451,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,191,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,221,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,337,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,311,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,463,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,390,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,110,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,27,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,96,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,240,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,331,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,11,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,131,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,324,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,137,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,330,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,483,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,379,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,419,2,0.46875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,173,2,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,164,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,267,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,103,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,206,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,211,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,306,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,450,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,218,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,28,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,397,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,326,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,359,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,248,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,MATH500,290,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__MATH500.json
LLaMA-3.1-8B,SVAMP,125,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,284,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,353,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,869,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,918,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,555,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,148,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,719,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,219,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,744,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,935,2,0.65625,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,698,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,978,1,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,822,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
LLaMA-3.1-8B,SVAMP,950,1,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_LLaMA-3.1-8B__SVAMP.json
