benchmark,model_a,model_b,frs_a,frs_b,trace0_a,trace0_b,unfiltered_a,unfiltered_b,pass1_a,pass1_b,frs_winner,trace0_winner,unfiltered_winner,pass1_winner,frs_gap_pp,trace0_gap_pp,unfiltered_gap_pp,pass1_gap_pp,frs_reverses_trace0,frs_reverses_unfiltered,pass1_agrees_trace0,pass1_agrees_frs,lobo_frs_diff_pp,lobo_trace0_diff_pp,lobo_frs_agrees_frs_winner,lobo_frs_agrees_trace0_winner
SVAMP,DS-R1-7B,Qwen2.5-Math,99.0,74.5,91.25,88.25,89.1875,85.6875,91.1,90.8,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,24.5,3.0,3.5,0.29999999999999716,False,False,True,True,12.680000000000007,-8.424999999999997,True,True
SVAMP,DS-R1-7B,Phi-4-Reas.,99.0,74.8,91.25,88.25,89.1875,88.0625,91.1,94.6,DS-R1-7B,DS-R1-7B,DS-R1-7B,Phi-4-Reas.,24.200000000000003,3.0,1.125,3.5,False,False,False,False,17.680000000000007,-4.875,True,True
SVAMP,DS-R1-7B,Qwen2.5-7B,99.0,64.9,91.25,85.25,89.1875,77.875,91.1,93.6,DS-R1-7B,DS-R1-7B,DS-R1-7B,Qwen2.5-7B,34.099999999999994,6.0,11.3125,2.5,False,False,False,False,17.64,1.2250000000000014,True,True
SVAMP,DS-R1-7B,LLaMA-3.1-8B,99.0,80.0,91.25,86.5,89.1875,80.6875,91.1,85.2,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,19.0,4.75,8.5,5.8999999999999915,False,False,True,True,26.580000000000005,4.050000000000004,True,True
SVAMP,DS-R1-7B,Gemma-7B,99.0,31.1,91.25,66.375,89.1875,56.00000000000001,91.1,37.8,DS-R1-7B,DS-R1-7B,DS-R1-7B,DS-R1-7B,67.9,24.875,33.18749999999999,53.3,False,False,True,True,61.04,20.725,True,True
SVAMP,DS-R1-1.5B,Qwen3-4B,96.9,91.0,79.5,77.5,73.9375,84.0,65.8,79.5,DS-R1-1.5B,DS-R1-1.5B,Qwen3-4B,Qwen3-4B,5.900000000000006,2.0,10.0625,13.700000000000003,False,True,False,False,3.1399999999999864,-7.375,True,True
SVAMP,DS-R1-1.5B,Phi-4,96.9,75.5,79.5,66.375,73.9375,83.8125,65.8,92.3,DS-R1-1.5B,DS-R1-1.5B,Phi-4,Phi-4,21.400000000000006,13.125,9.875,26.5,False,True,False,False,2.4799999999999898,-0.6500000000000057,True,True
SVAMP,DS-R1-1.5B,Qwen2.5-Math,96.9,74.5,79.5,88.25,73.9375,85.6875,65.8,90.8,DS-R1-1.5B,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,22.400000000000006,8.75,11.75,25.0,True,True,True,False,2.799999999999997,-10.950000000000003,True,False
SVAMP,DS-R1-1.5B,Phi-4-Reas.,96.9,74.8,79.5,88.25,73.9375,88.0625,65.8,94.6,DS-R1-1.5B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,22.10000000000001,8.75,14.125,28.799999999999997,True,True,True,False,7.799999999999997,-7.400000000000006,True,False
SVAMP,DS-R1-1.5B,Qwen2.5-7B,96.9,64.9,79.5,85.25,73.9375,77.875,65.8,93.6,DS-R1-1.5B,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,32.0,5.75,3.9375,27.799999999999997,True,True,True,False,7.759999999999991,-1.3000000000000043,True,False
SVAMP,DS-R1-1.5B,LLaMA-3.1-8B,96.9,80.0,79.5,86.5,73.9375,80.6875,65.8,85.2,DS-R1-1.5B,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,16.900000000000006,7.0,6.75,19.400000000000006,True,True,True,False,16.699999999999996,1.5249999999999986,True,False
SVAMP,DS-R1-1.5B,Gemma-7B,96.9,31.1,79.5,66.375,73.9375,56.00000000000001,65.8,37.8,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,DS-R1-1.5B,65.80000000000001,13.125,17.937499999999993,28.0,False,False,True,True,51.15999999999999,18.199999999999996,True,True
SVAMP,Qwen3-4B,Phi-4,91.0,75.5,77.5,66.375,84.0,83.8125,79.5,92.3,Qwen3-4B,Qwen3-4B,Qwen3-4B,Phi-4,15.5,11.125,0.1875,12.799999999999997,False,False,False,False,-0.6599999999999966,6.724999999999994,False,False
SVAMP,Qwen3-4B,Qwen2.5-Math,91.0,74.5,77.5,88.25,84.0,85.6875,79.5,90.8,Qwen3-4B,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,16.5,10.75,1.6875,11.299999999999997,True,False,True,False,-0.3399999999999892,-3.575000000000003,False,True
SVAMP,Qwen3-4B,Phi-4-Reas.,91.0,74.8,77.5,88.25,84.0,88.0625,79.5,94.6,Qwen3-4B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,16.200000000000003,10.75,4.0625,15.099999999999994,True,True,True,False,4.660000000000011,-0.025000000000005684,True,False
SVAMP,Qwen3-4B,Qwen2.5-7B,91.0,64.9,77.5,85.25,84.0,77.875,79.5,93.6,Qwen3-4B,Qwen2.5-7B,Qwen3-4B,Qwen2.5-7B,26.099999999999994,7.75,6.125,14.099999999999994,True,False,True,False,4.6200000000000045,6.074999999999996,True,False
SVAMP,Qwen3-4B,LLaMA-3.1-8B,91.0,80.0,77.5,86.5,84.0,80.6875,79.5,85.2,Qwen3-4B,LLaMA-3.1-8B,Qwen3-4B,LLaMA-3.1-8B,11.0,9.0,3.3125,5.700000000000003,True,False,True,False,13.56000000000001,8.899999999999999,True,False
SVAMP,Qwen3-4B,Gemma-7B,91.0,31.1,77.5,66.375,84.0,56.00000000000001,79.5,37.8,Qwen3-4B,Qwen3-4B,Qwen3-4B,Qwen3-4B,59.9,11.125,27.999999999999993,41.7,False,False,True,True,48.02,25.574999999999996,True,True
SVAMP,Phi-4,Qwen2.5-Math,75.5,74.5,66.375,88.25,83.8125,85.6875,92.3,90.8,Phi-4,Qwen2.5-Math,Qwen2.5-Math,Phi-4,1.0,21.875,1.875,1.5,False,False,False,True,0.3200000000000074,-10.299999999999997,True,False
SVAMP,Phi-4,Phi-4-Reas.,75.5,74.8,66.375,88.25,83.8125,88.0625,92.3,94.6,Phi-4,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,0.7000000000000028,21.875,4.25,2.299999999999997,False,False,True,False,5.320000000000007,-6.75,True,False
SVAMP,Phi-4,Qwen2.5-7B,75.5,64.9,66.375,85.25,83.8125,77.875,92.3,93.6,Phi-4,Qwen2.5-7B,Phi-4,Qwen2.5-7B,10.599999999999994,18.875,5.9375,1.2999999999999972,True,False,True,False,5.280000000000001,-0.6499999999999986,True,False
SVAMP,Phi-4,LLaMA-3.1-8B,75.5,80.0,66.375,86.5,83.8125,80.6875,92.3,85.2,LLaMA-3.1-8B,LLaMA-3.1-8B,Phi-4,Phi-4,4.5,20.125,3.125,7.099999999999994,False,True,False,False,14.220000000000006,2.1750000000000043,False,False
SVAMP,Phi-4,Gemma-7B,75.5,31.1,66.375,66.375,83.8125,56.00000000000001,92.3,37.8,Phi-4,Gemma-7B,Phi-4,Phi-4,44.4,0.0,27.812499999999993,54.5,False,False,False,True,48.68,18.85,True,False
SVAMP,Qwen2.5-Math,Phi-4-Reas.,74.5,74.8,88.25,88.25,85.6875,88.0625,90.8,94.6,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,0.29999999999999716,0.0,2.375,3.799999999999997,False,False,True,True,5.0,3.549999999999997,False,False
SVAMP,Qwen2.5-Math,Qwen2.5-7B,74.5,64.9,88.25,85.25,85.6875,77.875,90.8,93.6,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-7B,9.599999999999994,3.0,7.8125,2.799999999999997,False,False,False,False,4.959999999999994,9.649999999999999,True,True
SVAMP,Qwen2.5-Math,LLaMA-3.1-8B,74.5,80.0,88.25,86.5,85.6875,80.6875,90.8,85.2,LLaMA-3.1-8B,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,5.5,1.75,5.0,5.599999999999994,False,True,True,False,13.899999999999999,12.475000000000001,False,True
SVAMP,Qwen2.5-Math,Gemma-7B,74.5,31.1,88.25,66.375,85.6875,56.00000000000001,90.8,37.8,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,Qwen2.5-Math,43.4,21.875,29.687499999999993,53.0,False,False,True,True,48.35999999999999,29.15,True,True
SVAMP,Phi-4-Reas.,Qwen2.5-7B,74.8,64.9,88.25,85.25,88.0625,77.875,94.6,93.6,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,9.899999999999991,3.0,10.1875,1.0,False,False,True,True,-0.04000000000000625,6.100000000000001,False,False
SVAMP,Phi-4-Reas.,LLaMA-3.1-8B,74.8,80.0,88.25,86.5,88.0625,80.6875,94.6,85.2,LLaMA-3.1-8B,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,5.200000000000003,1.75,7.375,9.399999999999991,False,True,True,False,8.899999999999999,8.925000000000004,False,True
SVAMP,Phi-4-Reas.,Gemma-7B,74.8,31.1,88.25,66.375,88.0625,56.00000000000001,94.6,37.8,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,Phi-4-Reas.,43.699999999999996,21.875,32.06249999999999,56.8,False,False,True,True,43.35999999999999,25.6,True,True
SVAMP,Qwen2.5-7B,LLaMA-3.1-8B,64.9,80.0,85.25,86.5,77.875,80.6875,93.6,85.2,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,Qwen2.5-7B,15.099999999999994,1.25,2.8125,8.399999999999991,False,False,False,False,8.940000000000005,2.825000000000003,False,False
SVAMP,Qwen2.5-7B,Gemma-7B,64.9,31.1,85.25,66.375,77.875,56.00000000000001,93.6,37.8,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,Qwen2.5-7B,33.800000000000004,18.875,21.874999999999993,55.8,False,False,True,True,43.4,19.5,True,True
SVAMP,LLaMA-3.1-8B,Gemma-7B,80.0,31.1,86.5,66.375,80.6875,56.00000000000001,85.2,37.8,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,LLaMA-3.1-8B,48.9,20.125,24.687499999999993,47.400000000000006,False,False,True,True,34.459999999999994,16.674999999999997,True,True
