model,dataset,benchmark,seed,n_questions,y_train_mean_reasoning,y_test_mean_reasoning,checkpoint_path,frs_pct,pass1_pct,base_reasoning,snr,unfiltered_reasoning_mean,jsonl_path,high_conf_accuracy_pct,cum_top10_mean_reasoning_0_1,pass16_pct,n_problems,n_lines_with_trace_count_neq_16
Phi-4,CommonsenseQA,CSQA,789,100,0.585,0.66875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__CommonsenseQA.json,77.2,21.5,50.59,1.28948,0.626875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_a90b3a6b-e2b2-4095-8b70-1d2e9277dd9f_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_a90b3a6b-e2b2-4095-8b70-1d2e9277dd9f_processed.jsonl,65.76,0.7725,93.03849303849304,1221,0
Phi-4,CommonsenseQA,CSQA,2024,100,0.605,0.64875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__CommonsenseQA.json,77.2,21.5,50.59,1.28948,0.626875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_a90b3a6b-e2b2-4095-8b70-1d2e9277dd9f_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_a90b3a6b-e2b2-4095-8b70-1d2e9277dd9f_processed.jsonl,65.76,0.7725,93.03849303849304,1221,0
Phi-4,CommonsenseQA,CSQA,3141,100,0.54375,0.71,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__CommonsenseQA.json,77.2,21.5,50.59,1.28948,0.626875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_a90b3a6b-e2b2-4095-8b70-1d2e9277dd9f_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_a90b3a6b-e2b2-4095-8b70-1d2e9277dd9f_processed.jsonl,65.76,0.7725,93.03849303849304,1221,0
Phi-4,GPQA,GPQA,17,100,0.53875,0.515,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GPQA,GPQA,42,100,0.54875,0.505,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GPQA,GPQA,99,100,0.55,0.50375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GPQA,GPQA,123,100,0.51,0.54375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GPQA,GPQA,456,100,0.56375,0.49,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GPQA,GPQA,789,100,0.485,0.56875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GPQA,GPQA,2024,100,0.54,0.51375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GPQA,GPQA,3141,100,0.58375,0.47,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GPQA.json,48.4,29.7,51.54,-0.051,0.526875,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed/gpqa__test_gpqa_-1_seed42_t0.7_s0_e-1_5bc15176-5547-480c-9564-745432b49c77_processed.jsonl,17.43,0.48375,93.52678571428572,448,0
Phi-4,GSM8K,GSM8K,17,100,0.89,0.9,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,GSM8K,GSM8K,42,100,0.8625,0.9275,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,GSM8K,GSM8K,99,100,0.86625,0.92375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,GSM8K,GSM8K,123,100,0.9,0.89,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,GSM8K,GSM8K,456,100,0.89,0.9,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,GSM8K,GSM8K,789,100,0.89125,0.89875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,GSM8K,GSM8K,2024,100,0.92625,0.86375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,GSM8K,GSM8K,3141,100,0.86,0.93,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__GSM8K.json,91.5,93.0,81.82,-0.787213,0.895,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f/gsm8k__test_gsm8k_-1_seed42_t0.7_s0_e-1_d88e9681-c896-4be9-9048-1b1ad641133f.jsonl,62.58,0.915,97.87717968157696,1319,0
Phi-4,MATH500,MATH500,17,100,0.85625,0.78875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,MATH500,MATH500,42,100,0.81875,0.82625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,MATH500,MATH500,99,100,0.8075,0.8375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,MATH500,MATH500,123,100,0.84875,0.79625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,MATH500,MATH500,456,100,0.835,0.81,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,MATH500,MATH500,789,100,0.8125,0.8325,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,MATH500,MATH500,2024,100,0.82875,0.81625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,MATH500,MATH500,3141,100,0.8525,0.7925,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__MATH500.json,74.4,60.8,73.08,-4.464555,0.8225,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed/math500__test_math500_-1_seed42_t0.7_s0_e-1_f926bfb2-8236-4810-8b45-d26b70420256_processed.jsonl,60.75,0.74375,92.2,500,0
Phi-4,SVAMP,SVAMP,17,100,0.84875,0.8275,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4,SVAMP,SVAMP,42,100,0.8125,0.86375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4,SVAMP,SVAMP,99,100,0.8775,0.79875,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4,SVAMP,SVAMP,123,100,0.835,0.84125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4,SVAMP,SVAMP,456,100,0.815,0.86125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4,SVAMP,SVAMP,789,100,0.865,0.81125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4,SVAMP,SVAMP,2024,100,0.815,0.86125,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4,SVAMP,SVAMP,3141,100,0.85375,0.8225,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4__SVAMP.json,75.5,92.3,79.71,-2.423601,0.838125,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/phi_4/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed/svamp__test_svamp_-1_seed42_t0.7_s0_e-1_5e3c0aba-f95c-4169-b2be-93598c09d125_processed.jsonl,47.31,0.755,97.9,1000,0
Phi-4-Reas.,AQuA,AQuA,17,100,0.79375,0.795,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,AQuA,AQuA,42,100,0.84375,0.745,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,AQuA,AQuA,99,100,0.815,0.77375,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,AQuA,AQuA,123,100,0.8125,0.77625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,AQuA,AQuA,456,100,0.77875,0.81,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,AQuA,AQuA,789,100,0.8025,0.78625,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,AQuA,AQuA,2024,100,0.75875,0.83,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,AQuA,AQuA,3141,100,0.78875,0.8,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___AQuA.json,83.2,68.1,81.12,-0.037384,0.794375,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 2/Phi_4_reasoning/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_dc396ca6-dfc4-414b-bd14-f3238f0fa5fa.jsonl,73.46,0.8325,93.30708661417324,254,0
Phi-4-Reas.,CommonsenseQA,CSQA,17,100,0.6625,0.65,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___CommonsenseQA.json,33.4,36.9,38.7,2.145474,0.65625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Phi_4_reasoning/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_8ff20c7d-8036-43e0-8cb4-7527d5dbfe3e_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_8ff20c7d-8036-43e0-8cb4-7527d5dbfe3e_processed.jsonl,67.2,0.33375,94.67649467649468,1221,0
Phi-4-Reas.,CommonsenseQA,CSQA,42,100,0.67,0.6425,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___CommonsenseQA.json,33.4,36.9,38.7,2.145474,0.65625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Phi_4_reasoning/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_8ff20c7d-8036-43e0-8cb4-7527d5dbfe3e_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_8ff20c7d-8036-43e0-8cb4-7527d5dbfe3e_processed.jsonl,67.2,0.33375,94.67649467649468,1221,0
Phi-4-Reas.,CommonsenseQA,CSQA,99,100,0.64,0.6725,analysis_outputs/unfiltered_reasoning/judging_checkpoints/unfiltered_judged_Phi-4-Reas___CommonsenseQA.json,33.4,36.9,38.7,2.145474,0.65625,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model/Phi_4_reasoning/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_8ff20c7d-8036-43e0-8cb4-7527d5dbfe3e_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_8ff20c7d-8036-43e0-8cb4-7527d5dbfe3e_processed.jsonl,67.2,0.33375,94.67649467649468,1221,0
