model,dataset,benchmark,jsonl_path,question_id,trace_id,selection_type,confidence,correct,random_draw_index,exclude_top_from_random,seed,policy_version,reasoning_score,judge_ok,raw_json,error,from_cache
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,267,5,top_conf,0.7080999335556181,True,,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 2, ""factuality"": 4}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,164,11,random,0.452675704151871,False,0.0,True,42,selection_gain_v1,0.0,True,"{""faithfulness"": 1, ""utility"": 1, ""coherence"": 1, ""factuality"": 1}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,422,7,top_conf,0.7401755422403549,False,,True,42,selection_gain_v1,0.375,True,"{""faithfulness"": 3, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,452,1,random,0.3323028147327977,True,0.0,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,284,3,top_conf,0.8190224330868614,False,,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,418,15,random,0.1551172644240197,False,0.0,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,356,6,random,0.2456983431536093,True,0.0,True,42,selection_gain_v1,0.4375,True,"{""faithfulness"": 3, ""utility"": 2, ""coherence"": 2, ""factuality"": 4}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,206,9,top_conf,0.8500109649510161,True,,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,492,9,random,0.4249692023699378,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,326,12,top_conf,0.7462985097424485,True,,True,42,selection_gain_v1,0.8125,True,"{""faithfulness"": 4, ""utility"": 4, ""coherence"": 4, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,526,11,random,0.1815290605182156,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 2, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,356,5,top_conf,0.6295801053513514,False,,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,429,6,top_conf,0.8592450061453963,True,,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 1, ""coherence"": 1, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,429,13,random,0.5913218183674334,True,0.0,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 2, ""coherence"": 2, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,452,12,top_conf,0.649578143458805,True,,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 2, ""coherence"": 2, ""factuality"": 5}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,206,0,random,0.119477751988125,False,0.0,True,42,selection_gain_v1,0.25,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 2}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,418,7,top_conf,0.6578211049844961,True,,True,42,selection_gain_v1,0.6875,True,"{""faithfulness"": 4, ""utility"": 3, ""coherence"": 3, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,266,12,top_conf,0.5687880389365415,False,,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,526,14,top_conf,0.7856401180324644,True,,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 2, ""coherence"": 2, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,532,15,top_conf,0.869771177898837,True,,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,298,15,random,0.407157997443901,True,0.0,True,42,selection_gain_v1,0.6875,True,"{""faithfulness"": 4, ""utility"": 3, ""coherence"": 3, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,533,10,random,0.5568689858146961,True,0.0,True,42,selection_gain_v1,0.75,True,"{""faithfulness"": 5, ""utility"": 3, ""coherence"": 3, ""factuality"": 5}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,227,5,top_conf,0.6365261313949686,False,,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 4, ""coherence"": 3, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,483,8,top_conf,0.7284146572695954,True,,True,42,selection_gain_v1,0.6875,True,"{""faithfulness"": 4, ""utility"": 3, ""coherence"": 3, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,106,13,random,0.0371718118902167,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,577,15,random,0.2233921736273683,True,0.0,True,42,selection_gain_v1,0.5625,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 3, ""factuality"": 4}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,231,13,top_conf,0.8776803734677755,False,,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,20,8,top_conf,0.7986392223640828,True,,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,231,3,random,0.1564501642955537,True,0.0,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,641,13,top_conf,0.7825600430770072,True,,True,42,selection_gain_v1,0.9375,True,"{""faithfulness"": 5, ""utility"": 4, ""coherence"": 5, ""factuality"": 5}",,False
LLaMA-3.1-8B,AQuA,AQuA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9/aqua__test_aqua_-1_seed42_t0.7_s0_e-1_8874434d-5e4f-4f6e-9ead-8800e058ffc9.jsonl,41,3,random,0.47239244773747,False,0.0,True,42,selection_gain_v1,0.25,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 2}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,562,6,random,0.18859825357245,True,0.0,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 2, ""factuality"": 4}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,718,3,random,0.0915089674107951,True,0.0,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,641,8,random,0.4771674425127503,True,0.0,True,42,selection_gain_v1,0.6875,True,"{""faithfulness"": 4, ""utility"": 3, ""coherence"": 3, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,492,7,top_conf,0.7779609208650666,True,,True,42,selection_gain_v1,0.625,True,"{""faithfulness"": 4, ""utility"": 3, ""coherence"": 2, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,666,5,random,0.210260303579431,False,0.0,True,42,selection_gain_v1,0.25,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 2}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,666,9,top_conf,0.6690837791676969,True,,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,677,9,random,0.2912048950990433,False,0.0,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,677,0,top_conf,0.5950118691779056,True,,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,734,14,top_conf,0.7786992705754816,False,,True,42,selection_gain_v1,0.25,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 2}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,721,2,random,0.1402033237459533,True,0.0,True,42,selection_gain_v1,0.5,True,"{""faithfulness"": 3, ""utility"": 3, ""coherence"": 2, ""factuality"": 4}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,979,5,top_conf,0.77728855605781,False,,True,42,selection_gain_v1,0.3125,True,"{""faithfulness"": 2, ""utility"": 2, ""coherence"": 2, ""factuality"": 3}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,180,4,top_conf,0.7242546207191609,True,,True,42,selection_gain_v1,0.125,True,"{""faithfulness"": 2, ""utility"": 1, ""coherence"": 1, ""factuality"": 2}",,False
LLaMA-3.1-8B,CommonsenseQA,CSQA,/Users/manaspathak11/Desktop/Everything/research paper/threshold/source_pass16_jsonl_by_model 3/Llama_3.1_8B_Instruct/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed/commonsense_qa__test_commonsense_qa_-1_seed42_t0.7_s0_e-1_4a6d4a5d-a682-47ab-9f4d-5e23bbfb767c_processed.jsonl,646,4,top_conf,0.8017033331718061,True,,True,42,selection_gain_v1,1.0,True,"{""faithfulness"": 5, ""utility"": 5, ""coherence"": 5, ""factuality"": 5}",,False
