model,dataset,benchmark,question_id,reasoning_score_top_conf,mean_reasoning_score_random,selection_gain_question,n_random_valid,n_top_valid
Gemma-7B,CommonsenseQA,CSQA,850,0.0625,0.3125,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,865,0.0,0.75,-0.75,1,1
Gemma-7B,CommonsenseQA,CSQA,883,0.25,0.3125,-0.0625,1,1
Gemma-7B,CommonsenseQA,CSQA,914,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,938,0.3125,0.3125,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,941,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,1000,0.3125,0.3125,0.0,1,1
Gemma-7B,CommonsenseQA,CSQA,1006,0.375,0.3125,0.0625,1,1
Gemma-7B,CommonsenseQA,CSQA,1074,0.3125,0.25,0.0625,1,1
Gemma-7B,CommonsenseQA,CSQA,1099,0.3125,0.8125,-0.5,1,1
Gemma-7B,CommonsenseQA,CSQA,1119,0.0,0.25,-0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,1133,0.3125,0.0625,0.25,1,1
Gemma-7B,CommonsenseQA,CSQA,1170,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,4,0.25,0.4375,-0.1875,1,1
Gemma-7B,GPQA,GPQA,8,0.0,0.3125,-0.3125,1,1
Gemma-7B,GPQA,GPQA,9,0.5,0.3125,0.1875,1,1
Gemma-7B,GPQA,GPQA,14,0.375,0.25,0.125,1,1
Gemma-7B,GPQA,GPQA,39,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,55,0.4375,0.4375,0.0,1,1
Gemma-7B,GPQA,GPQA,72,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,83,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,85,0.3125,0.375,-0.0625,1,1
Gemma-7B,GPQA,GPQA,87,0.4375,0.25,0.1875,1,1
Gemma-7B,GPQA,GPQA,91,0.375,1.0,-0.625,1,1
Gemma-7B,GPQA,GPQA,106,0.3125,0.375,-0.0625,1,1
Gemma-7B,GPQA,GPQA,119,0.3125,0.25,0.0625,1,1
Gemma-7B,GPQA,GPQA,120,0.5,0.5625,-0.0625,1,1
Gemma-7B,GPQA,GPQA,130,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,150,0.3125,0.75,-0.4375,1,1
Gemma-7B,GPQA,GPQA,163,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,178,0.375,0.5,-0.125,1,1
Gemma-7B,GPQA,GPQA,179,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,185,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,195,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,197,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,198,0.3125,0.75,-0.4375,1,1
Gemma-7B,GPQA,GPQA,200,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,206,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,227,0.25,0.375,-0.125,1,1
Gemma-7B,GPQA,GPQA,231,0.5,0.3125,0.1875,1,1
Gemma-7B,GPQA,GPQA,245,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,248,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,250,0.25,0.3125,-0.0625,1,1
Gemma-7B,GPQA,GPQA,256,0.25,0.3125,-0.0625,1,1
Gemma-7B,GPQA,GPQA,285,0.25,1.0,-0.75,1,1
Gemma-7B,GPQA,GPQA,288,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,293,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,302,0.4375,0.5,-0.0625,1,1
Gemma-7B,GPQA,GPQA,304,0.25,0.3125,-0.0625,1,1
Gemma-7B,GPQA,GPQA,313,0.25,0.3125,-0.0625,1,1
Gemma-7B,GPQA,GPQA,326,0.875,0.0625,0.8125,1,1
Gemma-7B,GPQA,GPQA,328,0.375,0.5625,-0.1875,1,1
Gemma-7B,GPQA,GPQA,332,0.25,0.375,-0.125,1,1
Gemma-7B,GPQA,GPQA,358,0.25,1.0,-0.75,1,1
Gemma-7B,GPQA,GPQA,372,0.25,0.3125,-0.0625,1,1
Gemma-7B,GPQA,GPQA,397,0.3125,0.8125,-0.5,1,1
Gemma-7B,GPQA,GPQA,399,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,409,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,418,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,426,0.375,0.375,0.0,1,1
Gemma-7B,GPQA,GPQA,435,0.3125,0.3125,0.0,1,1
Gemma-7B,GPQA,GPQA,443,0.0,0.4375,-0.4375,1,1
Gemma-7B,GPQA,GPQA,444,0.375,0.3125,0.0625,1,1
Gemma-7B,GSM8K,GSM8K,9,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,23,1.0,0.5,0.5,1,1
Gemma-7B,GSM8K,GSM8K,68,0.0,0.375,-0.375,1,1
Gemma-7B,GSM8K,GSM8K,107,0.25,0.4375,-0.1875,1,1
Gemma-7B,GSM8K,GSM8K,113,0.25,1.0,-0.75,1,1
Gemma-7B,GSM8K,GSM8K,126,0.0,0.25,-0.25,1,1
Gemma-7B,GSM8K,GSM8K,165,0.3125,0.6875,-0.375,1,1
Gemma-7B,GSM8K,GSM8K,184,1.0,0.3125,0.6875,1,1
Gemma-7B,GSM8K,GSM8K,198,0.0,0.5625,-0.5625,1,1
Gemma-7B,GSM8K,GSM8K,282,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,335,0.8125,1.0,-0.1875,1,1
Gemma-7B,GSM8K,GSM8K,350,1.0,0.5625,0.4375,1,1
Gemma-7B,GSM8K,GSM8K,376,1.0,0.0625,0.9375,1,1
Gemma-7B,GSM8K,GSM8K,398,0.375,0.3125,0.0625,1,1
Gemma-7B,GSM8K,GSM8K,558,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,598,0.0,0.25,-0.25,1,1
Gemma-7B,GSM8K,GSM8K,604,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,631,1.0,0.3125,0.6875,1,1
Gemma-7B,GSM8K,GSM8K,633,0.375,0.3125,0.0625,1,1
Gemma-7B,GSM8K,GSM8K,735,1.0,0.8125,0.1875,1,1
Gemma-7B,GSM8K,GSM8K,747,1.0,0.875,0.125,1,1
Gemma-7B,GSM8K,GSM8K,764,0.375,0.0,0.375,1,1
Gemma-7B,GSM8K,GSM8K,768,0.3125,0.3125,0.0,1,1
Gemma-7B,GSM8K,GSM8K,791,0.3125,0.25,0.0625,1,1
Gemma-7B,GSM8K,GSM8K,797,0.3125,0.5625,-0.25,1,1
Gemma-7B,GSM8K,GSM8K,867,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,872,0.0,0.25,-0.25,1,1
Gemma-7B,GSM8K,GSM8K,890,0.3125,0.6875,-0.375,1,1
Gemma-7B,GSM8K,GSM8K,899,0.875,0.3125,0.5625,1,1
Gemma-7B,GSM8K,GSM8K,915,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,955,0.0625,0.25,-0.1875,1,1
Gemma-7B,GSM8K,GSM8K,957,0.625,1.0,-0.375,1,1
Gemma-7B,GSM8K,GSM8K,963,0.25,0.25,0.0,1,1
Gemma-7B,GSM8K,GSM8K,1021,0.0,1.0,-1.0,1,1
Gemma-7B,GSM8K,GSM8K,1041,0.6875,0.3125,0.375,1,1
Gemma-7B,GSM8K,GSM8K,1051,0.3125,0.25,0.0625,1,1
Gemma-7B,GSM8K,GSM8K,1065,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,1077,0.0,0.3125,-0.3125,1,1
Gemma-7B,GSM8K,GSM8K,1091,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,1104,0.0,0.3125,-0.3125,1,1
Gemma-7B,GSM8K,GSM8K,1114,0.3125,0.3125,0.0,1,1
Gemma-7B,GSM8K,GSM8K,1148,0.0,1.0,-1.0,1,1
Gemma-7B,GSM8K,GSM8K,1192,0.0,0.625,-0.625,1,1
Gemma-7B,GSM8K,GSM8K,1205,0.625,0.25,0.375,1,1
Gemma-7B,GSM8K,GSM8K,1215,0.25,0.3125,-0.0625,1,1
Gemma-7B,GSM8K,GSM8K,1225,0.375,1.0,-0.625,1,1
Gemma-7B,GSM8K,GSM8K,1246,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,1285,1.0,1.0,0.0,1,1
Gemma-7B,GSM8K,GSM8K,1297,0.3125,0.3125,0.0,1,1
Gemma-7B,GSM8K,GSM8K,1314,0.3125,0.0,0.3125,1,1
Gemma-7B,MATH500,MATH500,2,0.4375,0.375,0.0625,1,1
Gemma-7B,MATH500,MATH500,3,0.0625,0.3125,-0.25,1,1
Gemma-7B,MATH500,MATH500,21,0.25,0.3125,-0.0625,1,1
Gemma-7B,MATH500,MATH500,24,0.25,0.5,-0.25,1,1
Gemma-7B,MATH500,MATH500,30,0.375,0.5,-0.125,1,1
Gemma-7B,MATH500,MATH500,47,0.5625,0.75,-0.1875,1,1
Gemma-7B,MATH500,MATH500,54,0.3125,0.3125,0.0,1,1
Gemma-7B,MATH500,MATH500,61,0.0,0.25,-0.25,1,1
Gemma-7B,MATH500,MATH500,68,0.25,0.25,0.0,1,1
Gemma-7B,MATH500,MATH500,85,0.0,0.375,-0.375,1,1
Gemma-7B,MATH500,MATH500,88,0.3125,0.375,-0.0625,1,1
Gemma-7B,MATH500,MATH500,106,0.125,0.25,-0.125,1,1
Gemma-7B,MATH500,MATH500,112,0.3125,0.5625,-0.25,1,1
Gemma-7B,MATH500,MATH500,115,0.1875,0.3125,-0.125,1,1
Gemma-7B,MATH500,MATH500,123,0.25,0.3125,-0.0625,1,1
Gemma-7B,MATH500,MATH500,144,0.0,0.375,-0.375,1,1
Gemma-7B,MATH500,MATH500,146,0.8125,0.3125,0.5,1,1
Gemma-7B,MATH500,MATH500,150,0.3125,0.0,0.3125,1,1
Gemma-7B,MATH500,MATH500,157,0.0,0.25,-0.25,1,1
Gemma-7B,MATH500,MATH500,162,0.25,0.3125,-0.0625,1,1
Gemma-7B,MATH500,MATH500,163,0.25,0.3125,-0.0625,1,1
Gemma-7B,MATH500,MATH500,173,0.3125,0.5,-0.1875,1,1
Gemma-7B,MATH500,MATH500,181,0.8125,0.3125,0.5,1,1
Gemma-7B,MATH500,MATH500,190,0.0,0.3125,-0.3125,1,1
Gemma-7B,MATH500,MATH500,203,0.0,0.25,-0.25,1,1
Gemma-7B,MATH500,MATH500,215,0.3125,0.25,0.0625,1,1
Gemma-7B,MATH500,MATH500,226,0.0,0.3125,-0.3125,1,1
Gemma-7B,MATH500,MATH500,248,0.0,0.3125,-0.3125,1,1
Gemma-7B,MATH500,MATH500,250,0.25,0.625,-0.375,1,1
Gemma-7B,MATH500,MATH500,252,0.3125,0.8125,-0.5,1,1
Gemma-7B,MATH500,MATH500,257,0.8125,0.4375,0.375,1,1
Gemma-7B,MATH500,MATH500,266,0.5,0.3125,0.1875,1,1
Gemma-7B,MATH500,MATH500,275,0.5,0.3125,0.1875,1,1
Gemma-7B,MATH500,MATH500,289,0.0,0.25,-0.25,1,1
Gemma-7B,MATH500,MATH500,292,0.0,0.25,-0.25,1,1
Gemma-7B,MATH500,MATH500,293,0.125,0.3125,-0.1875,1,1
Gemma-7B,MATH500,MATH500,306,0.25,0.3125,-0.0625,1,1
Gemma-7B,MATH500,MATH500,314,0.25,0.0625,0.1875,1,1
Gemma-7B,MATH500,MATH500,341,0.3125,0.3125,0.0,1,1
Gemma-7B,MATH500,MATH500,347,0.8125,0.375,0.4375,1,1
Gemma-7B,MATH500,MATH500,376,0.3125,0.5,-0.1875,1,1
Gemma-7B,MATH500,MATH500,381,0.0,0.25,-0.25,1,1
Gemma-7B,MATH500,MATH500,383,0.3125,0.4375,-0.125,1,1
Gemma-7B,MATH500,MATH500,402,0.0,0.3125,-0.3125,1,1
Gemma-7B,MATH500,MATH500,403,0.3125,0.5625,-0.25,1,1
Gemma-7B,MATH500,MATH500,431,0.3125,0.375,-0.0625,1,1
Gemma-7B,MATH500,MATH500,453,0.125,0.3125,-0.1875,1,1
Gemma-7B,MATH500,MATH500,464,0.3125,0.3125,0.0,1,1
Gemma-7B,MATH500,MATH500,483,0.25,0.3125,-0.0625,1,1
Gemma-7B,MATH500,MATH500,491,0.5625,0.3125,0.25,1,1
Gemma-7B,SVAMP,SVAMP,13,0.4375,0.75,-0.3125,1,1
Gemma-7B,SVAMP,SVAMP,17,0.25,0.25,0.0,1,1
Gemma-7B,SVAMP,SVAMP,60,0.0,0.125,-0.125,1,1
Gemma-7B,SVAMP,SVAMP,75,1.0,0.875,0.125,1,1
Gemma-7B,SVAMP,SVAMP,89,0.375,0.3125,0.0625,1,1
Gemma-7B,SVAMP,SVAMP,115,0.125,1.0,-0.875,1,1
Gemma-7B,SVAMP,SVAMP,133,0.4375,0.0625,0.375,1,1
Gemma-7B,SVAMP,SVAMP,160,0.8125,0.3125,0.5,1,1
Gemma-7B,SVAMP,SVAMP,182,0.0,0.3125,-0.3125,1,1
Gemma-7B,SVAMP,SVAMP,189,0.0,0.25,-0.25,1,1
Gemma-7B,SVAMP,SVAMP,190,0.375,1.0,-0.625,1,1
Gemma-7B,SVAMP,SVAMP,222,0.25,1.0,-0.75,1,1
Gemma-7B,SVAMP,SVAMP,237,0.1875,0.3125,-0.125,1,1
Gemma-7B,SVAMP,SVAMP,238,0.125,1.0,-0.875,1,1
Gemma-7B,SVAMP,SVAMP,255,0.25,0.6875,-0.4375,1,1
Gemma-7B,SVAMP,SVAMP,264,1.0,0.6875,0.3125,1,1
Gemma-7B,SVAMP,SVAMP,289,0.25,0.3125,-0.0625,1,1
Gemma-7B,SVAMP,SVAMP,332,1.0,0.0625,0.9375,1,1
Gemma-7B,SVAMP,SVAMP,339,1.0,0.0625,0.9375,1,1
Gemma-7B,SVAMP,SVAMP,374,0.3125,0.8125,-0.5,1,1
Gemma-7B,SVAMP,SVAMP,386,0.25,0.5,-0.25,1,1
Gemma-7B,SVAMP,SVAMP,398,0.0,0.25,-0.25,1,1
Gemma-7B,SVAMP,SVAMP,422,0.3125,0.25,0.0625,1,1
Gemma-7B,SVAMP,SVAMP,424,0.0,0.25,-0.25,1,1
Gemma-7B,SVAMP,SVAMP,490,0.3125,0.25,0.0625,1,1
Gemma-7B,SVAMP,SVAMP,546,0.0625,0.0625,0.0,1,1
Gemma-7B,SVAMP,SVAMP,552,0.0,0.5,-0.5,1,1
Gemma-7B,SVAMP,SVAMP,601,0.0625,1.0,-0.9375,1,1
Gemma-7B,SVAMP,SVAMP,611,0.0,0.25,-0.25,1,1
Gemma-7B,SVAMP,SVAMP,613,0.25,0.3125,-0.0625,1,1
Gemma-7B,SVAMP,SVAMP,650,0.0,0.25,-0.25,1,1
Gemma-7B,SVAMP,SVAMP,656,0.25,0.625,-0.375,1,1
Gemma-7B,SVAMP,SVAMP,684,0.25,0.3125,-0.0625,1,1
Gemma-7B,SVAMP,SVAMP,691,0.6875,0.25,0.4375,1,1
Gemma-7B,SVAMP,SVAMP,720,0.25,1.0,-0.75,1,1
Gemma-7B,SVAMP,SVAMP,724,0.6875,0.625,0.0625,1,1
Gemma-7B,SVAMP,SVAMP,761,0.1875,1.0,-0.8125,1,1
Gemma-7B,SVAMP,SVAMP,764,0.0,0.875,-0.875,1,1
Gemma-7B,SVAMP,SVAMP,789,0.1875,0.25,-0.0625,1,1
Gemma-7B,SVAMP,SVAMP,813,0.0,0.3125,-0.3125,1,1
Gemma-7B,SVAMP,SVAMP,823,1.0,1.0,0.0,1,1
Gemma-7B,SVAMP,SVAMP,837,1.0,0.25,0.75,1,1
Gemma-7B,SVAMP,SVAMP,842,0.125,0.25,-0.125,1,1
Gemma-7B,SVAMP,SVAMP,865,0.0,0.8125,-0.8125,1,1
Gemma-7B,SVAMP,SVAMP,868,0.25,0.625,-0.375,1,1
Gemma-7B,SVAMP,SVAMP,896,1.0,0.3125,0.6875,1,1
Gemma-7B,SVAMP,SVAMP,906,0.3125,0.875,-0.5625,1,1
Gemma-7B,SVAMP,SVAMP,914,1.0,0.375,0.625,1,1
Gemma-7B,SVAMP,SVAMP,942,0.1875,1.0,-0.8125,1,1
Gemma-7B,SVAMP,SVAMP,974,0.0,1.0,-1.0,1,1
LLaMA-3.1-8B,AQuA,AQuA,1,0.5625,0.75,-0.1875,1,1
LLaMA-3.1-8B,AQuA,AQuA,3,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,6,0.25,1.0,-0.75,1,1
LLaMA-3.1-8B,AQuA,AQuA,8,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,AQuA,AQuA,19,0.5,0.25,0.25,1,1
LLaMA-3.1-8B,AQuA,AQuA,20,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,AQuA,AQuA,24,0.6875,0.5,0.1875,1,1
LLaMA-3.1-8B,AQuA,AQuA,25,0.5,0.3125,0.1875,1,1
LLaMA-3.1-8B,AQuA,AQuA,30,0.625,0.875,-0.25,1,1
LLaMA-3.1-8B,AQuA,AQuA,31,0.4375,0.5625,-0.125,1,1
LLaMA-3.1-8B,AQuA,AQuA,35,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,AQuA,AQuA,40,0.5,0.3125,0.1875,1,1
LLaMA-3.1-8B,AQuA,AQuA,41,0.3125,0.25,0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,46,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,52,0.5,0.375,0.125,1,1
LLaMA-3.1-8B,AQuA,AQuA,66,0.5,0.3125,0.1875,1,1
LLaMA-3.1-8B,AQuA,AQuA,72,0.5,0.8125,-0.3125,1,1
LLaMA-3.1-8B,AQuA,AQuA,73,0.3125,1.0,-0.6875,1,1
LLaMA-3.1-8B,AQuA,AQuA,76,0.5,0.4375,0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,81,0.3125,1.0,-0.6875,1,1
LLaMA-3.1-8B,AQuA,AQuA,85,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,AQuA,AQuA,86,0.25,0.4375,-0.1875,1,1
LLaMA-3.1-8B,AQuA,AQuA,93,0.6875,0.3125,0.375,1,1
LLaMA-3.1-8B,AQuA,AQuA,97,0.75,1.0,-0.25,1,1
LLaMA-3.1-8B,AQuA,AQuA,101,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,105,0.1875,0.25,-0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,134,0.375,0.0,0.375,1,1
LLaMA-3.1-8B,AQuA,AQuA,139,0.0,0.5,-0.5,1,1
LLaMA-3.1-8B,AQuA,AQuA,145,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,149,0.5625,0.0625,0.5,1,1
LLaMA-3.1-8B,AQuA,AQuA,150,0.5,0.25,0.25,1,1
LLaMA-3.1-8B,AQuA,AQuA,154,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,AQuA,AQuA,160,0.25,0.5625,-0.3125,1,1
LLaMA-3.1-8B,AQuA,AQuA,164,0.375,0.0,0.375,1,1
LLaMA-3.1-8B,AQuA,AQuA,185,0.375,0.5,-0.125,1,1
LLaMA-3.1-8B,AQuA,AQuA,189,1.0,0.5,0.5,1,1
LLaMA-3.1-8B,AQuA,AQuA,193,0.5625,0.3125,0.25,1,1
LLaMA-3.1-8B,AQuA,AQuA,196,0.0,0.3125,-0.3125,1,1
LLaMA-3.1-8B,AQuA,AQuA,202,0.25,0.25,0.0,1,1
LLaMA-3.1-8B,AQuA,AQuA,206,0.8125,0.25,0.5625,1,1
LLaMA-3.1-8B,AQuA,AQuA,209,0.8125,0.25,0.5625,1,1
LLaMA-3.1-8B,AQuA,AQuA,217,0.25,0.375,-0.125,1,1
LLaMA-3.1-8B,AQuA,AQuA,225,0.1875,0.3125,-0.125,1,1
LLaMA-3.1-8B,AQuA,AQuA,227,0.5625,0.8125,-0.25,1,1
LLaMA-3.1-8B,AQuA,AQuA,228,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,AQuA,AQuA,229,0.8125,0.875,-0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,231,0.3125,1.0,-0.6875,1,1
LLaMA-3.1-8B,AQuA,AQuA,240,0.4375,0.3125,0.125,1,1
LLaMA-3.1-8B,AQuA,AQuA,245,0.25,0.3125,-0.0625,1,1
LLaMA-3.1-8B,AQuA,AQuA,246,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,68,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,72,0.125,0.5,-0.375,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,106,0.5,0.5625,-0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,179,0.4375,0.5625,-0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,180,0.125,0.6875,-0.5625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,245,0.3125,0.75,-0.4375,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,261,0.6875,0.8125,-0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,266,0.5,0.375,0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,267,0.5,0.4375,0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,284,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,294,0.3125,0.8125,-0.5,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,298,0.5625,0.6875,-0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,326,0.8125,0.5,0.3125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,356,0.5625,0.4375,0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,418,0.6875,0.8125,-0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,422,0.375,0.625,-0.25,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,429,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,452,0.5,0.3125,0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,483,0.6875,0.4375,0.25,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,492,0.625,0.5625,0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,526,0.5,0.5625,-0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,532,1.0,0.5,0.5,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,533,0.6875,0.75,-0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,562,0.8125,0.5,0.3125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,577,0.5,0.5625,-0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,641,0.9375,0.6875,0.25,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,646,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,666,0.3125,0.25,0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,677,1.0,0.3125,0.6875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,718,1.0,1.0,0.0,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,721,0.5,0.5,0.0,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,734,0.25,0.4375,-0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,833,0.3125,0.375,-0.0625,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,840,0.5625,0.4375,0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,962,0.4375,0.4375,0.0,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,979,0.3125,0.4375,-0.125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1007,0.5,0.875,-0.375,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1056,0.5625,0.25,0.3125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1069,0.3125,1.0,-0.6875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1078,0.8125,0.3125,0.5,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1093,0.5625,0.375,0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1114,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1121,0.8125,0.8125,0.0,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1130,0.4375,0.4375,0.0,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1137,0.625,0.8125,-0.1875,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1139,0.3125,0.5625,-0.25,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1155,0.625,0.875,-0.25,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1187,0.125,0.4375,-0.3125,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1202,0.3125,0.5625,-0.25,1,1
LLaMA-3.1-8B,CommonsenseQA,CSQA,1219,0.6875,1.0,-0.3125,1,1
LLaMA-3.1-8B,GPQA,GPQA,1,0.375,0.5625,-0.1875,1,1
LLaMA-3.1-8B,GPQA,GPQA,9,0.5,0.625,-0.125,1,1
LLaMA-3.1-8B,GPQA,GPQA,13,0.5,0.5,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,23,0.3125,0.5625,-0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,54,0.5,0.75,-0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,65,0.4375,0.625,-0.1875,1,1
LLaMA-3.1-8B,GPQA,GPQA,79,0.5625,0.5625,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,123,0.5,0.4375,0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,164,0.375,0.5625,-0.1875,1,1
LLaMA-3.1-8B,GPQA,GPQA,169,0.75,0.625,0.125,1,1
LLaMA-3.1-8B,GPQA,GPQA,179,0.5,0.5625,-0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,182,0.75,0.3125,0.4375,1,1
LLaMA-3.1-8B,GPQA,GPQA,183,0.375,0.375,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,186,0.3125,0.5625,-0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,193,0.5,1.0,-0.5,1,1
LLaMA-3.1-8B,GPQA,GPQA,206,0.3125,0.5625,-0.25,1,1
LLaMA-3.1-8B,GPQA,GPQA,210,0.5,0.5,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,215,0.5625,1.0,-0.4375,1,1
LLaMA-3.1-8B,GPQA,GPQA,223,0.5625,0.75,-0.1875,1,1
LLaMA-3.1-8B,GPQA,GPQA,228,0.3125,0.3125,0.0,1,1
LLaMA-3.1-8B,GPQA,GPQA,235,0.3125,0.5,-0.1875,1,1
LLaMA-3.1-8B,GPQA,GPQA,237,0.625,0.8125,-0.1875,1,1
LLaMA-3.1-8B,GPQA,GPQA,244,0.5625,0.75,-0.1875,1,1
LLaMA-3.1-8B,GPQA,GPQA,247,0.3125,0.25,0.0625,1,1
LLaMA-3.1-8B,GPQA,GPQA,263,0.8125,0.8125,0.0,1,1
